6.85999|0.02|2.58|0|3.18|0|0|
6.85999|0.98|2.58|0|3.18|0|0|
6.85999|1.72|2.58|0|3.18|0|0|
6.85999|3.12|2.58|0|3.18|0|0|
6.85999|3.96|2.58|0|3.18|0|0|
6.85999|4.58|2.58|0|3.18|0|0|
6.85999|5.06|2.58|0|3.18|0|0|
6.85999|5.06|2.58|0|4.4|0|0|
6.85999|5.06|2.58|0|4.92|0|0|
6.85999|5.06|2.58|0|5.42|0|0|
6.85999|5.06|3.52|0|5.42|0|0|
6.85999|5.06|4.18|0|5.42|0|0|
6.85999|5.06|4.78|0|5.42|0|0|
6.85999|5.06|5.4|0|5.42|0|0|
6.85999|5.06|5.76|0|5.42|0|0|
6.85999|5.06|6.12|0|5.42|0|0|
7.41999|5.66|6.12|0|5.42|0|0|
7.41999|5.66|6.75999|0|5.42|0|0|
7.41999|5.66|6.75999|0|5.42|0|0.76|
7.41999|5.66|6.75999|0|5.42|0|1.28|
7.41999|5.66|6.75999|0|5.42|0|-0.94|
7.41999|5.66|6.75999|1.08|5.42|0|-0.94|
